accuracy,latency,memory_usage,predictions,avg_latency,std_latency,avg_memory_usage,attention_type,training_time
1.0,"[0.3125739440917969, 0.033261280059814456, 0.03239100646972656, 0.005996543884277344]","[74.53515625, 74.5361328125, 74.5361328125, 74.4814453125]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0960556936264038,0.1254861884858239,74.522216796875,approx_exp,40.55818176269531
